Title,Date
"Deadwind: Temporada 1: Episódio 5","27/01/2019"
"Deadwind: Temporada 1: Episódio 4","27/01/2019"
"Deadwind: Temporada 1: Episódio 3","27/01/2019"
"Deadwind: Temporada 1: Episódio 2","27/01/2019"
"Deadwind: Temporada 1: Episódio 1","26/01/2019"
"Retribution: Temporada 1: A tempestade","25/01/2019"
"Safe: Temporada 1: Episódio 8","25/01/2019"
"Safe: Temporada 1: Episódio 7","25/01/2019"
"Safe: Temporada 1: Episódio 6","25/01/2019"
"Safe: Temporada 1: Episódio 5","25/01/2019"
"Safe: Temporada 1: Episódio 4","24/01/2019"
"Safe: Temporada 1: Episódio 3","24/01/2019"
"Safe: Temporada 1: Episódio 2","24/01/2019"
"Safe: Temporada 1: Episódio 1","24/01/2019"
"IO","24/01/2019"
"Amigos da Faculdade: Temporada 2: O casamento","23/01/2019"
"Amigos da Faculdade: Temporada 2: Fogos de artifício","23/01/2019"
"Amigos da Faculdade: Temporada 2: Queda livre","23/01/2019"
"Amigos da Faculdade: Temporada 2: Velhos hábitos","23/01/2019"
"Amigos da Faculdade: Temporada 2: Despedida de solteiro","23/01/2019"
"Amigos da Faculdade: Temporada 2: Curtindo a balada","22/01/2019"
"Amigos da Faculdade: Temporada 2: Depósito","22/01/2019"
"Amigos da Faculdade: Temporada 2: Festa de noivado","22/01/2019"
"Amigos da Faculdade: Temporada 1: Noite das surpresas","22/01/2019"
"Amigos da Faculdade: Temporada 1: Ilhas Cayman","22/01/2019"
"Amigos da Faculdade: Temporada 1: Segundo casamento","22/01/2019"
"Amigos da Faculdade: Temporada 1: Ônibus-balada","22/01/2019"
"Amigos da Faculdade: Temporada 1: Missão impossível","21/01/2019"
"Amigos da Faculdade: Temporada 1: Perdidos na noite","21/01/2019"
"Amigos da Faculdade: Temporada 1: Casa de campo","21/01/2019"
"Amigos da Faculdade: Temporada 1: Bem-vindos a Nova York","21/01/2019"
"BÖRÜ - Esquadrão Lobo: Temporada 1: Fim das coisas boas","21/01/2019"
"A Última Gargalhada","20/01/2019"
"The Sinner: The Sinner: Julian: Parte VIII","17/01/2019"
"The Sinner: The Sinner: Julian: Parte VII","17/01/2019"
"The Sinner: The Sinner: Julian: Parte VI","17/01/2019"
"The Sinner: The Sinner: Julian: Parte V","17/01/2019"
"The Sinner: The Sinner: Julian: Parte IV","16/01/2019"
"The Sinner: The Sinner: Julian: Parte III","16/01/2019"
"The Sinner: The Sinner: Julian: Parte II","16/01/2019"
"The Sinner: The Sinner: Julian: Parte I","15/01/2019"
"The Sinner: The Sinner: Cora: Parte VIII","15/01/2019"
"The Sinner: The Sinner: Cora: Parte VII","15/01/2019"
"The Sinner: The Sinner: Cora: Parte VI","15/01/2019"
"The Sinner: The Sinner: Cora: Parte V","15/01/2019"
"BÖRÜ - Esquadrão Lobo: Temporada 1: O apocalipse se aproxima","15/01/2019"
"The Sinner: The Sinner: Cora: Parte IV","14/01/2019"
"The Sinner: The Sinner: Cora: Parte III","14/01/2019"
"The Sinner: The Sinner: Cora: Parte II","14/01/2019"
"The Sinner: The Sinner: Cora: Parte I","14/01/2019"
"BÖRÜ - Esquadrão Lobo: Temporada 1: O bairro","13/01/2019"
"GODZILLA: O Devorador de Planetas","13/01/2019"
"Onde Está Segunda?","13/01/2019"
"BÖRÜ - Esquadrão Lobo: Temporada 1: Mesmo se você fosse feia","13/01/2019"
"BÖRÜ - Esquadrão Lobo: Temporada 1: Branca como a neve","12/01/2019"
"Caso 39","12/01/2019"
"Sex Education: Temporada 1: Episódio 8","12/01/2019"
"Sex Education: Temporada 1: Episódio 7","12/01/2019"
"Sex Education: Temporada 1: Episódio 6","12/01/2019"
"Sex Education: Temporada 1: Episódio 5","12/01/2019"
"Sex Education: Temporada 1: Episódio 4","12/01/2019"
"Sex Education: Temporada 1: Episódio 3","12/01/2019"
"Sex Education: Temporada 1: Episódio 2","12/01/2019"
"Sex Education: Temporada 1: Episódio 1","11/01/2019"
"BÖRÜ - Esquadrão Lobo: Temporada 1: Às vezes os monstros ganham","10/01/2019"
"Amor e Revolução","08/01/2019"
"Sementes Podres","07/01/2019"
"Frontier: Temporada 3: Os pecados do Pai","07/01/2019"
"Frontier: Temporada 3: Casa do Senhor","07/01/2019"
"Frontier: Temporada 3: Todos por todos e nenhum por um","07/01/2019"
"Desaparecida","06/01/2019"
"Frontier: Temporada 3: Satanazas","06/01/2019"
"O Perfume: Temporada 1: Captação","06/01/2019"
"O Perfume: Temporada 1: As notas de coração","06/01/2019"
"O Perfume: Temporada 1: A terceira substância","06/01/2019"
"Frontier: Temporada 3: O fim do mundo","06/01/2019"
"Frontier: Temporada 3: Caminho obscuro","06/01/2019"
"Frontier: Temporada 2: Keetom Takooteeoo Maheekun (O retorno do lobo)","06/01/2019"
"Frontier: Temporada 2: Disparo de canhão","05/01/2019"
"Frontier: Temporada 2: O motim","05/01/2019"
"O Perfume: Temporada 1: Síntese","05/01/2019"
"O Perfume: Temporada 1: Escatol","05/01/2019"
"O Perfume: Temporada 1: Âmbar cinza","05/01/2019"
"Case: Temporada 1: Episódio 9","04/01/2019"
"Case: Temporada 1: Episódio 8","04/01/2019"
"Case: Temporada 1: Episódio 7","04/01/2019"
"Case: Temporada 1: Episódio 6","04/01/2019"
"Case: Temporada 1: Episódio 5","04/01/2019"
"Case: Temporada 1: Episódio 4","04/01/2019"
"Frontier: Temporada 2: O lobo e o urso","04/01/2019"
"Frontier: Temporada 2: Procurado","04/01/2019"
"Case: Temporada 1: Episódio 3","03/01/2019"
"Case: Temporada 1: Episódio 2","03/01/2019"
"Case: Temporada 1: Episódio 1","03/01/2019"
"Frontier: Temporada 2: Cabeça a prêmio","03/01/2019"
"À Procura","02/01/2019"
"Thelma","02/01/2019"
"Frontier: Temporada 1: Obsessão","02/01/2019"
"Frontier: Temporada 1: O discípulo","02/01/2019"
"Frontier: Temporada 1: Comando sem lei","02/01/2019"
"Top Model","01/01/2019"
"Frontier: Temporada 1: Inimigo em comum","01/01/2019"
"Abzurdah","01/01/2019"
"Frontier: Temporada 1: Guerra entre iguais","01/01/2019"
"Quando os Anjos Dormem","01/01/2019"
"Frontier: Temporada 1: Reino de pele e sangue","01/01/2019"
"Lucifer: Temporada 3: Era uma vez","31/12/2018"
"Lucifer: Temporada 3: Grande coisa, normal","31/12/2018"
"Lucifer: Temporada 3: Sou um diabo de palavra","30/12/2018"
"Lucifer: Temporada 3: Típico da estrela Decker","30/12/2018"
"Garota Exemplar","30/12/2018"
"Cavaleiro de Copas","30/12/2018"
"Lucifer: Temporada 3: Toda ajuda possível para a Decker","30/12/2018"
"Lucifer: Temporada 3: Tudo que Pierce pode fazer, eu posso fazer melhor","30/12/2018"
"Lucifer: Temporada 3: O Anjo de San Bernardino","30/12/2018"
"Lucifer: Temporada 3: A cor laranja lhe cai bem","29/12/2018"
"Lucifer: Temporada 3: Último coração partido","29/12/2018"
"Lucifer: Temporada 3: Deixe-a cantar!","29/12/2018"
"Lucifer: Temporada 3: Cobaia infernal","29/12/2018"
"Lucifer: Temporada 3: Papagaiada de colégio","29/12/2018"
"Lucifer: Temporada 3: O protetor do meu irmão","29/12/2018"
"Você: Temporada 1: O castelo do Barba Azul","29/12/2018"
"Você: Temporada 1: Candace","29/12/2018"
"Você: Temporada 1: Eu sou seu, meu bem!","29/12/2018"
"Você: Temporada 1: Um relacionamento especial","29/12/2018"
"Lucifer: Temporada 3: Até que a morte nos separe","29/12/2018"
"Lucifer: Temporada 3: Ela no centro de tudo","28/12/2018"
"Lucifer: Temporada 3: Cidade dos Anjos?","28/12/2018"
"Você: Temporada 1: Amour fou","28/12/2018"
"Você: Temporada 1: Vivendo com o inimigo","28/12/2018"
"Você: Temporada 1: O Capitão","28/12/2018"
"Você: Temporada 1: Talvez","28/12/2018"
"Lucifer: Temporada 3: Cesto de pecados","28/12/2018"
"Você: Temporada 1: O último cara legal em Nova York","27/12/2018"
"Você: Temporada 1: Piloto","27/12/2018"
"Lucifer: Temporada 3: O Pecador","27/12/2018"
"Sob o Mesmo Céu","27/12/2018"
"Lucifer: Temporada 3: Chloe imita Lúcifer","27/12/2018"
"Lucifer: Temporada 3: Extraoficial","27/12/2018"
"Lucifer: Temporada 3: Vegas com outra","26/12/2018"
"Lucifer: Temporada 3: Charlotte Richards, de novo","26/12/2018"
"Lucifer: Temporada 3: O que Lúcifer faria?","26/12/2018"
"Lucifer: Temporada 3: Sr. e Sra. Mazikeen Smith","26/12/2018"
"Lucifer: Temporada 3: Aquele que tem a cenourinha","25/12/2018"
"Lucifer: Temporada 3: Eles voltaram, né?","25/12/2018"
"Bird Box","21/12/2018"
"As Tartarugas Ninja: Fora das Sombras","21/12/2018"
"Apóstolo","21/12/2018"
"The Last Kingdom: Temporada 3: Episódio 10","20/12/2018"
"The Last Kingdom: Temporada 3: Episódio 9","20/12/2018"
"Dá Licença, Saúde: Temporada 2: Operação Relâmpago","20/12/2018"
"Dá Licença, Saúde: Temporada 2: A solidão do corredor","20/12/2018"
"Dá Licença, Saúde: Temporada 2: Meus dois pais","20/12/2018"
"Dá Licença, Saúde: Temporada 2: Cabo Polly","20/12/2018"
"Dá Licença, Saúde: Temporada 2: Mudança repentina","20/12/2018"
"The Last Kingdom: Temporada 3: Episódio 8","20/12/2018"
"The Last Kingdom: Temporada 3: Episódio 7","20/12/2018"
"The Last Kingdom: Temporada 3: Episódio 6","20/12/2018"
"The Last Kingdom: Temporada 3: Episódio 5","19/12/2018"
"Dá Licença, Saúde: Temporada 2: Mantenha-se hidratado","19/12/2018"
"Dá Licença, Saúde: Temporada 2: Novas bolas","19/12/2018"
"Dá Licença, Saúde: Temporada 2: Frantisek Kotzwara","19/12/2018"
"Dá Licença, Saúde: Temporada 1: Canja de galinha caipira","19/12/2018"
"Dá Licença, Saúde: Temporada 1: Modo avião","19/12/2018"
"Dá Licença, Saúde: Temporada 1: O grão dourado","19/12/2018"
"The Last Kingdom: Temporada 3: Episódio 4","19/12/2018"
"Dá Licença, Saúde: Temporada 1: Janina Kolkiewicz","18/12/2018"
"Dá Licença, Saúde: Temporada 1: Continue jogando","18/12/2018"
"Dá Licença, Saúde: Temporada 1: Rainha de copas","18/12/2018"
"The Last Kingdom: Temporada 3: Episódio 3","18/12/2018"
"The Last Kingdom: Temporada 3: Episódio 2","18/12/2018"
"Super Dark Times","18/12/2018"
"The Last Kingdom: Temporada 3: Episódio 1","18/12/2018"
"The Last Kingdom: Temporada 2: Episódio 8","17/12/2018"
"The Last Kingdom: Temporada 2: Episódio 7","17/12/2018"
"A Escuridão","17/12/2018"
"The Last Kingdom: Temporada 2: Episódio 6","17/12/2018"
"The Last Kingdom: Temporada 2: Episódio 5","16/12/2018"
"Fugitiva: Temporada 1: Episódio 1","16/12/2018"
"The Last Kingdom: Temporada 2: Episódio 4","16/12/2018"
"The Last Kingdom: Temporada 2: Episódio 3","16/12/2018"
"The Last Kingdom: Temporada 2: Episódio 2","16/12/2018"
"The Last Kingdom: Temporada 2: Episódio 1","16/12/2018"
"The Last Kingdom: Temporada 1: Episódio 8","16/12/2018"
"The Last Kingdom: Temporada 1: Episódio 7","15/12/2018"
"The Last Kingdom: Temporada 1: Episódio 6","15/12/2018"
"Perfeita é a Mãe!","15/12/2018"
"A Vingança Perfeita","15/12/2018"
"The Last Kingdom: Temporada 1: Episódio 5","15/12/2018"
"The Last Kingdom: Temporada 1: Episódio 4","15/12/2018"
"The Last Kingdom: Temporada 1: Episódio 3","15/12/2018"
"The Last Kingdom: Temporada 1: Episódio 2","14/12/2018"
"The Last Kingdom: Temporada 1: Episódio 1","14/12/2018"
"Homem Irracional","14/12/2018"
"Carga Bruta","14/12/2018"
"Assassino a Preço Fixo 2","13/12/2018"
"Marvel - Demolidor: Temporada 3: Um novo guardanapo","11/12/2018"
"Marvel - Demolidor: Temporada 3: Última chance","11/12/2018"
"Zerando a Vida","11/12/2018"
"Marvel - Demolidor: Temporada 3: Encontro de amigos","11/12/2018"
"Marvel - Demolidor: Temporada 3: Karen","11/12/2018"
"Marvel - Demolidor: Temporada 3: Revelações","10/12/2018"
"Marvel - Demolidor: Temporada 3: Andar de cima, andar de baixo","10/12/2018"
"Marvel - Demolidor: Temporada 3: Consequências","10/12/2018"
"Marvel - Demolidor: Temporada 3: Velho conhecido","10/12/2018"
"Marvel - Demolidor: Temporada 3: O jogo perfeito","09/12/2018"
"Marvel - Demolidor: Temporada 3: Ponto cego","09/12/2018"
"Marvel - Demolidor: Temporada 3: Punição divina","09/12/2018"
"Marvel - Demolidor: Temporada 3: Por favor","09/12/2018"
"The Ranch: Parte 6: Não podemos nos amar mais assim","09/12/2018"
"The Ranch: Parte 6: Os caminhos que escolhemos","09/12/2018"
"The Ranch: Parte 6: Não desista de sonhar","09/12/2018"
"The Ranch: Parte 6: Me dê mais uma chance","09/12/2018"
"The Ranch: Parte 6: De pai para filho","09/12/2018"
"The Ranch: Parte 6: Nascida no campo","09/12/2018"
"The Ranch: Parte 6: Mudanças a caminho","08/12/2018"
"The Ranch: Parte 6: Se eu pudesse te ver agora","08/12/2018"
"The Ranch: Parte 6: Negligência","08/12/2018"
"A Mala e os Errantes","08/12/2018"
"Mogli - Entre Dois Mundos","08/12/2018"
"The Ranch: Parte 6: Quando tudo leva ao sul","07/12/2018"
"Marvel - Demolidor: Temporada 3: Ressurreição","06/12/2018"
"A Justiceira","06/12/2018"
"O Mundo é Seu","06/12/2018"
"Cam","05/12/2018"
"Mascots","04/12/2018"
"Batalhas","03/12/2018"
"Vikings: Temporada 5: Visões","03/12/2018"
"Vikings: Temporada 5: Uma história simples","02/12/2018"
"Vikings: Temporada 5: A piada","02/12/2018"
"Vikings: Temporada 5: Lua cheia","02/12/2018"
"Vikings: Temporada 5: A mensagem","02/12/2018"
"Vikings: Temporada 5: O prisioneiro","02/12/2018"
"Baby: Temporada 1: #amor","02/12/2018"
"Baby: Temporada 1: A última chance","02/12/2018"
"Vikings: Temporada 5: O plano","01/12/2018"
"Baby: Temporada 1: Emma","01/12/2018"
"Baby: Temporada 1: #zonadeamizade","01/12/2018"
"Baby: Temporada 1: Marionete","01/12/2018"
"Vikings: Temporada 5: Terra natal","30/11/2018"
"Vikings: Temporada 5: Aqueles que se foram","30/11/2018"
"Vikings: Temporada 5: O rei pescador","30/11/2018"
"Vikings: Temporada 4: O acerto de contas","30/11/2018"
"Lista Negra: Temporada 5: Sutton Ross (nº 17)","29/11/2018"
"Lista Negra: Temporada 5: Lawrence Dane Devlin (nº 26)","29/11/2018"
"Lista Negra: Temporada 5: Nicholas T. Moore (nº 110)","29/11/2018"
"A Intervenção","28/11/2018"
"Lista Negra: Temporada 5: Ian Garvey (nº 13): conclusão","28/11/2018"
"Lista Negra: Temporada 5: Zarak Mosadek (nº 23)","28/11/2018"
"Weeds: 1ª temporada: Free Goat","26/11/2018"
"Weeds: 1ª temporada: You Can't Miss the Bear","26/11/2018"
"Lista Negra: Temporada 5: Anna-Garcia Duerte (nº 25)","26/11/2018"
"Lista Negra: Temporada 5: O assassino Capricórnio (nº 19)","26/11/2018"
"Lista Negra: Temporada 5: Pattie Sue Edwards (nº 68)","26/11/2018"
"Lista Negra: Temporada 5: Raleigh Sinclair III (nº 51)","26/11/2018"
"Você de Novo","25/11/2018"
"Lista Negra: Temporada 5: A mão invisível","25/11/2018"
"Em breve: Dezembro: Dezembro","25/11/2018"
"Lista Negra: Temporada 5: O chef (nº 56)","25/11/2018"
"Lista Negra: Temporada 5: Abraham Stern (nº 100)","25/11/2018"
"Lista Negra: Temporada 5: O informante (nº 118)","25/11/2018"
"Lista Negra: Temporada 5: Ruína","25/11/2018"
"Lista Negra: Temporada 5: Ian Garvey (nº 13)","25/11/2018"
"Lista Negra: Temporada 5: A corporação Killgannon (nº 48)","25/11/2018"
"Lista Negra: Temporada 5: A agência de viagens (nº 90)","24/11/2018"
"Lista Negra: Temporada 5: Ilyas Surkov (nº 54)","24/11/2018"
"Mais uma Chance","24/11/2018"
"Lista Negra: Temporada 5: A Endling (nº 44)","24/11/2018"
"Lista Negra: Temporada 5: Srta. Rebecca Thrall (nº 76)","23/11/2018"
"Lista Negra: Temporada 5: Greyson Blaise (nº 37)","23/11/2018"
"Lista Negra: Temporada 5: Smokey Putnum (nº 30)","23/11/2018"
"Lista Negra: Temporada 4: Sr. Kaplan (nº 4): Final","23/11/2018"
"Nunca convide o seu ex","23/11/2018"
"Lista Negra: Temporada 4: Mr. Kaplan (Nº 4)","23/11/2018"
"Lista Negra: Temporada 4: O cobrador de dívidas (nº 46)","22/11/2018"
"Lista Negra: Temporada 4: Dr. Bogdan Krilov (nº 29)","21/11/2018"
"Lista Negra: Temporada 4: Philomena (Nº 61)","21/11/2018"
"Dude - A Vida é Assim","21/11/2018"
"Jogo Perigoso","21/11/2018"
"Lista Negra: Temporada 4: Réquiem","21/11/2018"
"Lista Negra: Temporada 4: Dembe Zuma (Nº 10)","20/11/2018"
"Lista Negra: Temporada 4: O farmacêutico (nº 59)","20/11/2018"
"Lista Negra: Temporada 4: O arquiteto (Nº 107)","20/11/2018"
"Lista Negra: Temporada 4: Isabella Stone (Nº 34)","20/11/2018"
"Bitch","19/11/2018"
"Lista Negra: Temporada 4: Natalie Luca (Nº 184)","19/11/2018"
"Lista Negra: Temporada 4: O harém (Nº 102)","19/11/2018"
"Lista Negra: Temporada 4: O profeta (nº 163)","18/11/2018"
"Lista Negra: Temporada 4: Empresa de Frutos do Mar Lipet (nº 111)","18/11/2018"
"A Fraternidade","18/11/2018"
"Lista Negra: Temporada 4: Dra. Adrian Shaw: final (nº 98)","18/11/2018"
"Lista Negra: Temporada 4: Dra. Adrian Shaw (nº 98)","17/11/2018"
"Lista Negra: Temporada 4: Os Thrushes (nº 53)","17/11/2018"
"Sexo, Amor e Terapia","17/11/2018"
"Nada a Esconder","16/11/2018"
"O Feitiço do Natal","16/11/2018"
"The Bounce Back","16/11/2018"
"Lista Negra: Temporada 4: Lindquist Concern (nº 105)","16/11/2018"
"Lista Negra: Temporada 4: Gaia (nº 81)","15/11/2018"
"Lista Negra: Temporada 4: Miles McGrath (nº 65)","15/11/2018"
"Bon Bini Holland","14/11/2018"
"Lista Negra: Temporada 4: Mato (nº 66)","14/11/2018"
"The Late Bloomer","13/11/2018"
"Como Você Sabe","13/11/2018"
"Lista Negra: Temporada 4: Esteban (nº 79)","13/11/2018"
"Medalha de Honra: Temporada 1: Sylvester Antolak","12/11/2018"
"Legítimo Rei","12/11/2018"
"Lista Negra: Temporada 3: Alexander Kirk (Nº 14): Conclusão","11/11/2018"
"Lista Negra: Temporada 3: Alexander Kirk (Nº 14)","11/11/2018"
"Lista Negra: Temporada 3: Susan Hargrave","08/11/2018"
"Lista Negra: Temporada 3: A Rede Artax","08/11/2018"
"Lista Negra: Temporada 3: Cape May","08/11/2018"
"O Golpista do Ano","07/11/2018"
"Lista Negra: Temporada 3: Sr. Solomon (Nº 32): Conclusão","07/11/2018"
"Lista Negra: Temporada 3: Sr. Solomon (Nº 32)","06/11/2018"
"Lista Negra: Temporada 3: O Curador (Nº 78)","06/11/2018"
"Lista Negra: Temporada 3: Drexel (Nº 113)","05/11/2018"
"Desnorteados","05/11/2018"
"Lista Negra: Temporada 3: Lady Ambrosia (No. 77)","05/11/2018"
"Lista Negra: Temporada 3: Alistair Pitt (Nº 103)","05/11/2018"
"Cómo sobrevivir a una despedida","05/11/2018"
"Irmãs","05/11/2018"
"Lista Negra: Temporada 3: Os Vehm (No. 132)","04/11/2018"
"Sexo, Drogas e Jingle Bells","04/11/2018"
"Lista Negra: Temporada 3: Sr. Gregory Devry (Nº 95)","04/11/2018"
"Lista Negra: Temporada 3: O Diretor (Nº 24): Conclusão","04/11/2018"
"Lista Negra: Temporada 3: O Diretor (Nº 24)","03/11/2018"
"Lista Negra: Temporada 3: Os reis da rodovia (No. 108)","03/11/2018"
"The Good Place: Temporada 1: O que Devemos Uns aos Outros","03/11/2018"
"The Good Place: Temporada 1: Crise de emergência do juízo final","03/11/2018"
"Lista Negra: Temporada 3: Zal Bin Hasaan (Nº 31)","03/11/2018"
"Lista Negra: Temporada 3: Sir Crispin Crandall (Nº 86)","03/11/2018"
"Lista Negra: Temporada 3: Arioch Cain (nº. 50)","03/11/2018"
"Lista Negra: Temporada 3: O Djinn (Nº 43)","03/11/2018"
"The Good Place: Temporada 1: Jason Mendoza","03/11/2018"
"The Good Place: Temporada 1: Tahani Al-Jamil","03/11/2018"
"Lista Negra: Temporada 3: Eli Matchett (Nº 72)","03/11/2018"
"Lista Negra: Temporada 3: Marvin Gerard (Nº 80)","03/11/2018"
"Lista Negra: Temporada 3: O criador de trolls (No. 38)","03/11/2018"
"The Good Place: Temporada 1: Voar","02/11/2018"
"The Good Place: Temporada 1: Tudo está bem","02/11/2018"
"O Passeio 4 - A Família vai para Miami","02/11/2018"
"Se Sabem Como Eu Sou, Por Que Me Convidam?","02/11/2018"
"Santo Chifre","02/11/2018"
"Lista Negra: Temporada 2: Tom Connolly (nº. 11)","02/11/2018"
"O que nós Fizemos no nosso Feriado","02/11/2018"
"Lista Negra: Temporada 2: Karakurt (nº. 55)","02/11/2018"
"Lista Negra: Temporada 2: Quon Zhang (Nº 87)","02/11/2018"
"Lista Negra: Temporada 2: Leonard Caul (Nº 62)","02/11/2018"
"Lista Negra: Temporada 2: Vanessa Cruz (Nº 117)","01/11/2018"
"Lista Negra: Temporada 2: A Iniciativa Longevidade (nº. 97)","01/11/2018"
"Lista Negra: Temporada 2: Tom Keen (Nº 7)","01/11/2018"
"Lista Negra: Temporada 2: O Major (Nº 75)","01/11/2018"
"Lista Negra: Temporada 2: Os King (Nº 94)","31/10/2018"
"Lista Negra: Temporada 2: O Caçador de Cervos (Noº 93)","31/10/2018"
"Lista Negra: Temporada 2: A Família Kenyon (Nº 71)","30/10/2018"
"Lista Negra: Temporada 2: Ruslan Denisov (nº. 67)","30/10/2018"
"Lista Negra: Temporada 2: Luther Braxton (Nº 21): Conclusão","30/10/2018"
"Lista Negra: Temporada 2: Luther Braxton (nº. 21)","30/10/2018"
"Lista Negra: Temporada 2: O Dezembrista (nº. 12)","29/10/2018"
"Lista Negra: Temporada 2: O Cimitarra (nº. 22)","29/10/2018"
"Pulando a Vassoura","28/10/2018"
"Lista Negra: Temporada 2: O Cartel de Mombasa (Nº 114)","28/10/2018"
"Lista Negra: Temporada 2: The Front (Nº 74)","28/10/2018"
"Lista Negra: Temporada 2: Dr. Linus Creel (nº. 82)","28/10/2018"
"Lista Negra: Temporada 2: Dr. James Covington (Nº 89)","28/10/2018"
"Lista Negra: Temporada 2: Banco Monarch Douglas (Nº 112)","27/10/2018"
"Lista Negra: Temporada 2: Lorde Baltimore (Nº 104)","27/10/2018"
"Lista Negra: Temporada 1: Berlin (Nº 8): Conclusão","27/10/2018"
"O Mundo Sombrio de Sabrina: Parte 1: Capítulo um: É tempo de Halloween","27/10/2018"
"Arrume um Emprego","27/10/2018"
"Divã a Dois","26/10/2018"
"Lista Negra: Temporada 1: Berlin (Nº 8)","26/10/2018"
"Lista Negra: Temporada 1: O Kingmaker (nº. 42)","26/10/2018"
"Lista Negra: Temporada 1: Os irmãos Pavlovich (Nº 119-122)","25/10/2018"
"22 de Julho","24/10/2018"
"Lista Negra: Temporada 1: Milton Bobbit (Nº 135)","24/10/2018"
"Lista Negra: Temporada 1: Ivan (No. 88)","24/10/2018"
"Lista Negra: Temporada 1: Mako Tanida (Nº 83)","22/10/2018"
"Lista Negra: Temporada 1: O Juíz (Nº 57)","22/10/2018"
"Lista Negra: Temporada 1: Madeline Pratt (Nº 73)","22/10/2018"
"Lista Negra: Temporada 1: A Agência Cyprus (Nº 64)","20/10/2018"
"Lista Negra: Temporada 1: O Alquimista (nº. 101)","20/10/2018"
"Lista Negra: Temporada 1: O Bom Samaritano (Nº 106)","19/10/2018"
"Lista Negra: Temporada 1: Anslo Garrick (nº 16) - parte 2","18/10/2018"
"Lista Negra: Temporada 1: Anslo Garrick (nº 16) - parte 1","15/10/2018"
"Lista Negra: Temporada 1: General Ludd (Nº 109)","14/10/2018"
"A Noite da Virada","14/10/2018"
"Lista Negra: Temporada 1: Frederick Barnes (nº. 47)","14/10/2018"
"Lista Negra: Temporada 1: Gina Zanetakos (Nº 152)","14/10/2018"
"Lista Negra: Temporada 1: O Mensageiro (Nº 85)","14/10/2018"
"Lista Negra: Temporada 1: O cozinheiro (No. 161)","14/10/2018"
"Lista Negra: Temporada 1: Wujing (Nº 84)","14/10/2018"
"Lista Negra: Temporada 1: O Autônomo (nº 145)","14/10/2018"
"Lista Negra: Temporada 1: Piloto","14/10/2018"
"A Caminho do Desconhecido","13/10/2018"
"O Trote","13/10/2018"
"O Anjo do Mossad","13/10/2018"
"O Apocalipse","13/10/2018"
"Operação Final","12/10/2018"
"Noite de Lobos","10/10/2018"
"Salvation: Temporada 2: Prepare-se","09/10/2018"
"Amnésia","09/10/2018"
"Salvation: Temporada 2: Cartada final","09/10/2018"
"Salvation: Temporada 2: O dia da celebração","09/10/2018"
"Elite: Temporada 1: Arzila","09/10/2018"
"Salvation: Temporada 2: Prisioneiros","09/10/2018"
"Salvation: Temporada 2: O candidato marionete","08/10/2018"
"Salvation: Temporada 2: Abra seus olhos","08/10/2018"
"Salvation: Temporada 2: A loucura do rei Tanz","08/10/2018"
"Elite: Temporada 1: Tudo explode","08/10/2018"
"Salvation: Temporada 2: O que tiver que ser, será","08/10/2018"
"Salvation: Temporada 2: Ataque à Casa Branca","08/10/2018"
"Elite: Temporada 1: Tudo vai ficar bem","08/10/2018"
"Elite: Temporada 1: Todo mundo mente","08/10/2018"
"Elite: Temporada 1: O amor é uma droga","08/10/2018"
"Salvation: Temporada 2: Indivisível","08/10/2018"
"Salvation: Temporada 2: Crimes e punições","08/10/2018"
"Elite: Temporada 1: Sábado à noite","08/10/2018"
"Elite: Temporada 1: Desejo","06/10/2018"
"Salvation: Temporada 2: Détente","06/10/2018"
"Salvation: Temporada 2: Dispersão","06/10/2018"
"Elite: Temporada 1: Bem-vindos","06/10/2018"
"O voo da morte","28/09/2018"
"Minha Primeira Caçada","28/09/2018"
"Como Planejar Uma Orgia em Uma Cidade Pequena","28/09/2018"
"Felicidade por um Fio","28/09/2018"
"Tal Pai, Tal Filha","28/09/2018"
"O Cobrador de Dívidas","28/09/2018"
"Sparring","28/09/2018"
"City of Joy - Onde Vive a Esperança","28/09/2018"
"Transformers","23/09/2018"
"Sem dor, sem ganho","22/09/2018"
"As Casas Mais Extraordinárias do Mundo: Temporada 1: Montanha","22/09/2018"
"Sicario: Terra de Ninguém","22/09/2018"
"Supergirl: Temporada 1: Juntos somos mais fortes","19/09/2018"
"Supergirl: Temporada 1: Piloto","17/09/2018"
"Marvel - Punho de Ferro: Temporada 2: Um duelo de ferro","16/09/2018"
"Marvel - Punho de Ferro: Temporada 2: Guerra sem fim","16/09/2018"
"Marvel - Punho de Ferro: Temporada 2: Cidadela à beira da vingança","16/09/2018"
"Marvel - Punho de Ferro: Temporada 2: Por um triz","16/09/2018"
"Marvel - Punho de Ferro: Temporada 2: Morte certa para o dragão","16/09/2018"
"Marvel - Punho de Ferro: Temporada 2: Coração do dragão","15/09/2018"
"Primeiro Domingo","15/09/2018"
"Marvel - Punho de Ferro: Temporada 2: Alvo: Punho de Ferro","13/09/2018"
"Bem-vindo à Prisão","12/09/2018"
"Beach Rats","10/09/2018"
"SPF-18","10/09/2018"
"Rua Cloverfield, 10","10/09/2018"
"Marvel - Punho de Ferro: Temporada 2: Segredo mortal","09/09/2018"
"Marvel - Punho de Ferro: Temporada 2: Ninguém vai botar fogo aqui","08/09/2018"
"Marvel - Punho de Ferro: Temporada 2: A fúria do Punho de Ferro","07/09/2018"
